Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
25-02-2021,1428.7514001464845,1438.1821024576823,1414.6053466796875,1414.6053466796875,52390100,0.0,0.0
26-02-2021,1405.1747606757547,1428.7515184052138,1386.3133544921875,1386.3133544921875,133986100,0.0,0.0
01-03-2021,1405.1746890419408,1438.1821481805098,1400.4593377364308,1433.466796875,58528000,0.0,0.0
02-03-2021,1442.8976263230848,1480.6204400831655,1433.4669228830646,1461.759033203125,58307000,0.0,0.0
03-03-2021,1471.1897366431451,1475.9050883631553,1442.8976263230848,1461.759033203125,48819600,0.0,0.0
04-03-2021,1461.7588918998695,1485.335648220835,1442.8974868430969,1466.4742431640625,67889800,0.0,0.0
05-03-2021,1466.4742431640625,1471.1895944282558,1457.0435406356762,1466.4742431640625,35614600,0.0,0.0
08-03-2021,1466.4742431640625,1480.620296956642,1461.7588918998695,1466.4742431640625,31401200,0.0,0.0
09-03-2021,1471.1897565230583,1475.9051083067861,1447.6129976044194,1457.043701171875,38671000,0.0,0.0
10-03-2021,1471.189841285489,1499.4819536179023,1461.7591371746846,1494.7666015625,40133700,0.0,0.0
12-03-2021,1499.481792007494,1523.058549743461,1494.7664404603008,1504.1971435546875,71273800,0.0,0.0
15-03-2021,1513.6280097841088,1523.0587138949134,1490.0512495070977,1494.7666015625,43715300,0.0,0.0
16-03-2021,1499.4819536179023,1504.1973056733045,1485.3358974516957,1494.7666015625,22390500,0.0,0.0
17-03-2021,1504.1971631320018,1518.3432179576946,1499.4818115234375,1499.4818115234375,30764600,0.0,0.0
18-03-2021,1508.9124503968253,1513.6278018043154,1480.620341951885,1485.335693359375,19222800,0.0,0.0
19-03-2021,1485.3356990635953,1532.4892133195824,1475.9049962123977,1513.6278076171875,99339900,0.0,0.0
22-03-2021,1532.4892330169678,1541.9199359893798,1499.4817726135254,1508.9124755859375,29442900,0.0,0.0
23-03-2021,1504.1970989893352,1508.9124503968253,1466.4742877294148,1485.335693359375,37466600,0.0,0.0
24-03-2021,1480.6204157594775,1480.6204157594775,1433.4668993340165,1438.1822509765625,34585300,0.0,0.0
25-03-2021,1438.182240612102,1504.1971631320018,1433.4668890035377,1499.4818115234375,36607700,0.0,0.0
26-03-2021,1499.4817280829707,1499.4817280829707,1471.1896200059336,1490.051025390625,11780400,0.0,0.0
29-03-2021,1490.0510586825283,1494.7664101340554,1442.8975441672585,1452.3282470703125,30661700,0.0,0.0
30-03-2021,1461.7589499733665,1480.6203557794743,1442.8975441672585,1452.3282470703125,23063900,0.0,0.0
31-03-2021,1452.328252512938,1480.620361328125,1428.7514951669486,1480.620361328125,22300400,0.0,0.0
01-04-2021,1480.6204400831655,1480.6204400831655,1452.3283297631049,1461.759033203125,17604600,0.0,0.0
05-04-2021,1475.9050883631553,1490.0511435231856,1461.759033203125,1461.759033203125,14155000,0.0,0.0
06-04-2021,1461.7588918998695,1475.9049456924488,1457.0435406356762,1466.4742431640625,23411100,0.0,0.0
07-04-2021,1471.1897366431451,1471.1897366431451,1457.043681483115,1461.759033203125,15104900,0.0,0.0
08-04-2021,1461.7590956032848,1480.6205032884884,1461.7590956032848,1475.9051513671875,17501800,0.0,0.0
09-04-2021,1480.6204400831655,1480.6204400831655,1447.612978043095,1461.759033203125,28744400,0.0,0.0
12-04-2021,1461.759069581695,1461.759069581695,1424.0362548828125,1424.0362548828125,14682200,0.0,0.0
13-04-2021,1424.0362114618288,1424.0362114618288,1400.459452993918,1405.1748046875,22230800,0.0,0.0
14-04-2021,1400.4594334631063,1414.605488346572,1400.4594334631063,1409.89013671875,23625400,0.0,0.0
15-04-2021,1409.8901798260881,1428.7515869140625,1400.459476282101,1428.7515869140625,15550100,0.0,0.0
16-04-2021,1419.320839974394,1424.0361916022157,1400.4594334631063,1409.89013671875,25365600,0.0,0.0
19-04-2021,1414.605488346572,1414.605488346572,1405.1747850909283,1409.89013671875,9322500,0.0,0.0
20-04-2021,1409.89013671875,1424.0361916022157,1400.4594334631063,1409.89013671875,14811000,0.0,0.0
21-04-2021,1409.89013671875,1419.320839974394,1409.89013671875,1409.89013671875,8530700,0.0,0.0
22-04-2021,1419.3208597682467,1424.0362114618288,1405.1748046875,1405.1748046875,11533000,0.0,0.0
23-04-2021,1405.1746443684897,1419.3206978352866,1405.1746443684897,1414.6053466796875,15203100,0.0,0.0
26-04-2021,1405.1748244160353,1414.605527935606,1400.45947265625,1400.45947265625,10788100,0.0,0.0
27-04-2021,1400.4595123808263,1409.8902161679025,1391.02880859375,1391.02880859375,18573600,0.0,0.0
28-04-2021,1386.3133544921875,1395.7440575839712,1386.3133544921875,1386.3133544921875,19011800,0.0,0.0
29-04-2021,1386.3133544921875,1395.7440575839712,1381.5980029462958,1386.3133544921875,10495400,0.0,0.0
30-04-2021,1386.3133494059246,1391.028700934516,1358.021240234375,1358.021240234375,33231500,0.0,0.0
03-05-2021,1367.4519629927047,1381.5980177822844,1348.5905566065985,1353.305908203125,15108800,0.0,0.0
04-05-2021,1362.7365967627286,1391.0287060380792,1358.0212452168369,1386.3133544921875,16904400,0.0,0.0
05-05-2021,1386.3133295712587,1391.0286810323853,1362.736572265625,1362.736572265625,18379900,0.0,0.0
06-05-2021,1367.4519870705801,1376.8826904296875,1362.7366353910263,1376.8826904296875,26802700,0.0,0.0
07-05-2021,1367.4519870705801,1381.5980421092413,1362.7366353910263,1376.8826904296875,20893200,0.0,0.0
10-05-2021,1381.5980029462958,1386.3133544921875,1367.4519483086203,1386.3133544921875,18464900,0.0,0.0
11-05-2021,1386.3133295712587,1391.0286810323853,1358.0212208044982,1362.736572265625,23113700,0.0,0.0
17-05-2021,1372.1673387501337,1381.5980421092413,1358.0212837114725,1376.8826904296875,31595500,0.0,0.0
18-05-2021,1367.4520263671875,1381.5980818123653,1353.3059709220097,1367.4520263671875,18704800,0.0,0.0
19-05-2021,1362.736572265625,1367.4519237267516,1348.5905178822447,1362.736572265625,22644700,0.0,0.0
20-05-2021,1358.0212837114725,1395.7440971479023,1358.0212837114725,1376.8826904296875,26107300,0.0,0.0
21-05-2021,1381.5980029462958,1391.0287060380792,1367.4519483086203,1386.3133544921875,10921100,0.0,0.0
24-05-2021,1391.028785442484,1391.028785442484,1367.4520263671875,1367.4520263671875,9693700,0.0,0.0
25-05-2021,1367.4519870705801,1381.5980421092413,1358.0212837114725,1376.8826904296875,22179100,0.0,0.0
27-05-2021,1376.8827265349912,1381.5980783381933,1339.159912109375,1339.159912109375,162541000,0.0,0.0
28-05-2021,1348.590537177192,1358.021240234375,1334.444482591417,1358.021240234375,24377200,0.0,0.0
31-05-2021,1362.7366745521283,1367.4520263671875,1339.1599154768319,1367.4520263671875,24095700,0.0,0.0
02-06-2021,1372.1672751878784,1376.8826266490053,1353.3058693433716,1362.736572265625,30212300,0.0,0.0
03-06-2021,1367.451835123698,1414.6053466796875,1362.736483968099,1414.6053466796875,44274700,0.0,0.0
04-06-2021,1414.605527935606,1414.605527935606,1372.1673620975378,1400.45947265625,23701700,0.0,0.0
07-06-2021,1400.4594334631063,1409.89013671875,1376.8826753239966,1409.89013671875,16701100,0.0,0.0
08-06-2021,1403.1627054148707,1412.7734088766165,1383.9412984913793,1393.552001953125,17121600,28.0,0.0
09-06-2021,1393.5518646240234,1403.1625671386719,1379.1358108520508,1383.941162109375,13979800,0.0,0.0
10-06-2021,1383.941162109375,1393.5518646240234,1374.3304595947266,1383.941162109375,20588200,0.0,0.0
11-06-2021,1383.9412984913793,1393.552001953125,1379.1359467605066,1393.552001953125,14598700,0.0,0.0
14-06-2021,1383.9412157012196,1398.3572700314405,1374.3305128144054,1379.1358642578125,18638300,0.0,0.0
15-06-2021,1388.7466502222521,1393.552001953125,1374.3305950296337,1393.552001953125,23112800,0.0,0.0
16-06-2021,1388.746552049068,1393.5519034402412,1369.525146484375,1369.525146484375,12235400,0.0,0.0
17-06-2021,1369.5251160754003,1379.1358186443506,1350.3037109375,1350.3037109375,21227200,0.0,0.0
18-06-2021,1345.4983520507812,1350.3037033081055,1263.8073806762695,1307.0555419921875,97394900,0.0,0.0
21-06-2021,1259.0020834433064,1465.6321963748417,1230.169974662162,1422.384033203125,220726700,0.0,0.0
22-06-2021,1422.3840675891286,1456.0215286469795,1364.7198486328125,1364.7198486328125,67090200,0.0,0.0
23-06-2021,1364.7197570800781,1369.5251083374023,1302.2501907348633,1307.0555419921875,31460400,0.0,0.0
24-06-2021,1307.0556783188867,1326.277085352988,1302.2503265603616,1316.6663818359375,28444200,0.0,0.0
25-06-2021,1326.2770014125922,1364.7198130477398,1292.6395412318382,1302.250244140625,49431500,0.0,0.0
28-06-2021,1316.666328125,1350.3037890624998,1316.666328125,1321.4716796875,36530100,0.0,0.0
29-06-2021,1331.0823828124999,1364.7198437499999,1321.4716796875,1321.4716796875,34027000,0.0,0.0
30-06-2021,1335.8877101353237,1359.9144675118582,1326.2770071847099,1345.4984130859375,28588600,0.0,0.0
01-07-2021,1345.4984130859375,1364.7198189871654,1331.0823586600168,1345.4984130859375,19917700,0.0,0.0
02-07-2021,1350.3037645612444,1364.7198189871654,1340.6930616106306,1345.4984130859375,12907400,0.0,0.0
05-07-2021,1345.4983981564749,1364.7198038444244,1316.6662896245502,1335.8876953125,22506700,0.0,0.0
06-07-2021,1335.8877888700388,1345.4984923870893,1316.6663818359375,1316.6663818359375,21419400,0.0,0.0
07-07-2021,1321.4716499581987,1321.4716499581987,1287.8341897774446,1302.250244140625,26750100,0.0,0.0
08-07-2021,1302.2501985369988,1302.2501985369988,1268.612739534198,1273.4180908203125,32821200,0.0,0.0
09-07-2021,1273.418144457268,1283.028847434304,1268.61279296875,1268.61279296875,19171100,0.0,0.0
12-07-2021,1278.2234572507023,1297.4448626228932,1278.2234572507023,1283.02880859375,34874000,0.0,0.0
13-07-2021,1287.8342138304745,1297.4449169187617,1273.418159198044,1278.2235107421875,20606700,0.0,0.0
14-07-2021,1283.028852861006,1316.6663134229052,1254.1967438079498,1311.8609619140625,34479500,0.0,0.0
15-07-2021,1316.6663134229052,1316.6663134229052,1292.6395558786915,1311.8609619140625,21126700,0.0,0.0
16-07-2021,1311.860938202563,1335.8876953125,1302.250235358588,1335.8876953125,22813100,0.0,0.0
19-07-2021,1335.8876953125,1355.1091010004495,1311.860938202563,1335.8876953125,24056800,0.0,0.0
21-07-2021,1335.8877595124422,1340.6931111653646,1292.6395946361401,1297.4449462890625,31672600,0.0,0.0
22-07-2021,1297.4448926862315,1307.0555955950183,1297.4448926862315,1302.250244140625,12050700,0.0,0.0
23-07-2021,1307.055580564591,1311.8609319637255,1287.834174968053,1292.6395263671875,17402300,0.0,0.0
26-07-2021,1297.444877766322,1311.8609319637255,1292.6395263671875,1292.6395263671875,27036000,0.0,0.0
27-07-2021,1311.8609865103197,1311.8609865103197,1278.2235253177473,1287.834228515625,23973200,0.0,0.0
28-07-2021,1287.8342535794916,1292.6396052719524,1259.0021434247267,1263.8074951171875,17882100,0.0,0.0
29-07-2021,1263.8074658957228,1268.6128174770752,1244.5860595703125,1244.5860595703125,39331900,0.0,0.0
30-07-2021,1254.196772984096,1263.8074762253534,1210.9486083984375,1210.9486083984375,49489900,0.0,0.0
02-08-2021,1230.1698994252874,1263.8073576126976,1230.1698994252874,1254.1966552734375,55975500,0.0,0.0
03-08-2021,1259.0021434247267,1278.22355019457,1259.0021434247267,1263.8074951171875,32658700,0.0,0.0
04-08-2021,1263.8073576126976,1273.4180599519577,1249.3913041038074,1254.1966552734375,16906900,0.0,0.0
05-08-2021,1259.0021143143701,1292.639575383838,1239.7807079889599,1244.5860595703125,33208700,0.0,0.0
06-08-2021,1254.1966624823142,1254.1966624823142,1220.5592041015625,1220.5592041015625,38165500,0.0,0.0
09-08-2021,1249.391390892767,1249.391390892767,1191.7271728515625,1191.7271728515625,46508600,0.0,0.0
10-08-2021,1206.1431435771372,1254.1966552734375,1201.3377924075073,1254.1966552734375,55389800,0.0,0.0
12-08-2021,1254.1968170875728,1259.0021688771803,1220.5593545603197,1239.78076171875,40262100,0.0,0.0
13-08-2021,1244.5860060471755,1254.1967087965745,1239.780654672476,1249.391357421875,22061200,0.0,0.0
16-08-2021,1254.1967087965745,1254.1967087965745,1230.169951923077,1249.391357421875,11843300,0.0,0.0
18-08-2021,1249.3914934697043,1259.002197265625,1234.9754377758231,1259.002197265625,25693500,0.0,0.0
19-08-2021,1249.391279296875,1249.391279296875,1191.72706640625,1201.3377685546875,31387700,0.0,0.0
20-08-2021,1206.143246919492,1249.391411151665,1201.3378953381393,1244.5860595703125,23424000,0.0,0.0
23-08-2021,1225.3646005483774,1254.1967087965745,1225.3646005483774,1249.391357421875,22388600,0.0,0.0
24-08-2021,1249.391411151665,1254.1967627330175,1230.1700048262549,1244.5860595703125,23528300,0.0,0.0
25-08-2021,1254.1967673230529,1287.834228515625,1239.7807125262361,1287.834228515625,30449300,0.0,0.0
26-08-2021,1287.834174968053,1292.6395263671875,1263.8074179723803,1292.6395263671875,23005600,0.0,0.0
27-08-2021,1292.6395558786915,1311.8609619140625,1278.2235013521633,1311.8609619140625,24342500,0.0,0.0
30-08-2021,1316.6663568968413,1340.693115234375,1311.8610052293348,1340.693115234375,49180500,0.0,0.0
31-08-2021,1340.6930403585327,1340.6930403585327,1283.0288235689184,1292.6395263671875,93408300,0.0,0.0
01-09-2021,1292.6395558786915,1321.471664931748,1292.6395558786915,1311.8609619140625,31866400,0.0,0.0
02-09-2021,1311.8608706918433,1331.082275390625,1292.6394659930618,1331.082275390625,11738400,0.0,0.0
03-09-2021,1331.0822982788086,1383.941162109375,1311.8608932495117,1383.941162109375,49704400,0.0,0.0
06-09-2021,1383.9412214949323,1436.800087593697,1359.914464177312,1422.384033203125,57271900,0.0,0.0
07-09-2021,1422.384003103596,1422.384003103596,1398.3572462944135,1403.16259765625,16775400,0.0,0.0
08-09-2021,1403.16259765625,1407.9679490180863,1355.1090840378852,1403.16259765625,41785000,0.0,0.0
09-09-2021,1403.1626418964975,1431.9947509765625,1383.9412358431207,1431.9947509765625,42971600,0.0,0.0
10-09-2021,1431.9947210817922,1436.8000724948183,1403.1626126036354,1412.7733154296875,21709100,0.0,0.0
13-09-2021,1403.1626126036354,1412.7733154296875,1383.9412069515306,1412.7733154296875,8362500,0.0,0.0
14-09-2021,1388.7465729584565,1422.384033203125,1388.7465729584565,1422.384033203125,23492600,0.0,0.0
15-09-2021,1422.3840479498742,1431.9947509765625,1393.5519388698092,1431.9947509765625,19610700,0.0,0.0
16-09-2021,1431.9946746826172,1431.9946746826172,1383.941162109375,1383.941162109375,24009000,0.0,0.0
17-09-2021,1383.9412984913793,1403.1627054148707,1379.1359467605066,1393.552001953125,30924100,0.0,0.0
20-09-2021,1393.5519729294142,1403.1626761909965,1369.5252147754588,1374.33056640625,9378600,0.0,0.0
21-09-2021,1369.5251160754003,1393.5518724977758,1350.3037109375,1350.3037109375,14673100,0.0,0.0
22-09-2021,1364.7198486328125,1379.1359033718916,1355.1091454734265,1364.7198486328125,12157700,0.0,0.0
23-09-2021,1355.1091702368951,1383.9412802419354,1340.693115234375,1340.693115234375,21547200,0.0,0.0
24-09-2021,1369.5251704624723,1369.5251704624723,1331.0823586600168,1345.4984130859375,19823600,0.0,0.0
27-09-2021,1355.1091160365513,1355.1091160365513,1335.8877101353237,1345.4984130859375,10494500,0.0,0.0
28-09-2021,1359.9144371143284,1359.9144371143284,1326.2769775390625,1326.2769775390625,10162000,0.0,0.0
29-09-2021,1316.666318636414,1355.109130859375,1311.860967108544,1355.109130859375,24028200,0.0,0.0
30-09-2021,1355.1091598830856,1374.33056640625,1345.4984566215035,1374.33056640625,23730600,0.0,0.0
01-10-2021,1374.3305219377792,1374.3305219377792,1326.2770071847099,1345.4984130859375,21204400,0.0,0.0
04-10-2021,1345.498383010643,1350.3037343785381,1321.4716261711674,1326.2769775390625,24057600,0.0,0.0
05-10-2021,1326.277085352988,1335.8877888700388,1316.6663818359375,1316.6663818359375,15698000,0.0,0.0
06-10-2021,1316.6663818359375,1355.10919590414,1311.8610300774121,1316.6663818359375,30270100,0.0,0.0
07-10-2021,1316.6663818359375,1359.9145476626654,1316.6663818359375,1316.6663818359375,37530500,0.0,0.0
08-10-2021,1321.4716261711674,1350.3037343785381,1316.666274803272,1326.2769775390625,24962100,0.0,0.0
11-10-2021,1326.2769470214844,1331.0822982788086,1307.0555419921875,1307.0555419921875,20811400,0.0,0.0
12-10-2021,1307.0556783188867,1326.277085352988,1302.2503265603616,1316.6663818359375,26638500,0.0,0.0
13-10-2021,1321.4715730412343,1331.082275390625,1307.055519517148,1331.082275390625,29785100,0.0,0.0
14-10-2021,1335.8877012671494,1383.9412157012196,1326.2769983803353,1379.1358642578125,65304500,0.0,0.0
15-10-2021,1393.5519335261679,1398.3572850210855,1359.9144730617431,1388.74658203125,45210300,0.0,0.0
18-10-2021,1393.5518646240234,1398.3572158813477,1369.5251083374023,1383.941162109375,25759700,0.0,0.0
19-10-2021,1383.9412984913793,1393.552001953125,1364.719891567888,1393.552001953125,16828400,0.0,0.0
21-10-2021,1403.1626418964975,1431.9947509765625,1393.5519388698092,1431.9947509765625,52190200,0.0,0.0
22-10-2021,1431.9947606247317,1431.9947606247317,1379.1358936218053,1398.3572998046875,34304000,0.0,0.0
25-10-2021,1398.3573143864655,1422.3840723656144,1383.941259598976,1407.968017578125,23810800,0.0,0.0
26-10-2021,1422.3840014965504,1542.517785406732,1422.3840014965504,1480.0482177734375,166793500,0.0,0.0
27-10-2021,1480.0481872558594,1542.5177536010742,1451.216079711914,1537.71240234375,164887800,0.0,0.0
28-10-2021,1547.3232130134631,1547.3232130134631,1518.491103454206,1528.101806640625,102437000,0.0,0.0
29-10-2021,1537.71240234375,1542.5177536010742,1528.1016998291016,1537.71240234375,155669800,0.0,0.0
01-11-2021,1537.712509827044,1542.5178614202534,1528.101806640625,1528.101806640625,63028700,0.0,0.0
02-11-2021,1528.1018495912906,1566.5446634174864,1504.075090949918,1556.9339599609375,125599400,0.0,0.0
03-11-2021,1566.5445022816323,1576.1552047496177,1552.1284485796539,1571.349853515625,139441900,0.0,0.0
04-11-2021,1576.1552584595474,1576.1552584595474,1547.3231500730924,1566.5445556640625,147923700,0.0,0.0
05-11-2021,1561.7392042663198,1585.7659612550326,1552.1285014708349,1566.5445556640625,120743600,0.0,0.0
08-11-2021,1566.5446634174864,1571.350015145761,1547.3232565043884,1556.9339599609375,140655600,0.0,0.0
09-11-2021,1571.350015145761,1571.350015145761,1528.1018495912906,1556.9339599609375,50026200,0.0,0.0
10-11-2021,1556.9339062499998,1561.7392578125,1542.5178515625,1561.7392578125,55784500,0.0,0.0
11-11-2021,1561.7392677930916,1566.544619386301,1504.0750486745774,1528.101806640625,52529900,0.0,0.0
12-11-2021,1528.1017148983406,1552.1284714218993,1528.1017148983406,1547.3231201171875,31257500,0.0,0.0
15-11-2021,1547.3231587664086,1552.128510191149,1508.8803473684854,1532.9071044921875,20170900,0.0,0.0
16-11-2021,1537.7125530478395,1556.9339599609375,1513.685794406467,1556.9339599609375,56316100,0.0,0.0
17-11-2021,1561.73924307336,1561.73924307336,1537.712485487616,1552.1285400390625,23329400,0.0,0.0
18-11-2021,1547.3231885219138,1556.9338915562114,1537.712485487616,1552.1285400390625,28281300,0.0,0.0
19-11-2021,1552.128510191149,1556.9338616158893,1523.2964016427065,1532.9071044921875,22639000,0.0,0.0
22-11-2021,1532.9070510864258,1556.9338073730469,1528.1016998291016,1537.71240234375,41133000,0.0,0.0
23-11-2021,1537.712417507764,1547.3231201171875,1508.8803096794934,1547.3231201171875,31824100,0.0,0.0
24-11-2021,1547.3231201171875,1547.3231201171875,1532.9070662030522,1547.3231201171875,36474100,0.0,0.0
25-11-2021,1547.3232565043884,1556.9339599609375,1537.7125530478395,1556.9339599609375,48835900,0.0,0.0
26-11-2021,1552.1285646066726,1552.1285646066726,1494.4643454881584,1528.101806640625,47932800,0.0,0.0
29-11-2021,1528.1017678519277,1547.3231737368576,1499.2696590245328,1542.517822265625,66271400,0.0,0.0
30-11-2021,1542.5177536010742,1547.3231048583984,1528.1016998291016,1537.71240234375,162594600,0.0,0.0
01-12-2021,1542.5178614202534,1547.3232130134631,1513.6857518609966,1528.101806640625,44533500,0.0,0.0
02-12-2021,1528.1017824533185,1571.3499461076576,1523.2964309361698,1552.1285400390625,56231800,0.0,0.0
03-12-2021,1552.1284714218993,1561.7391740313228,1542.5177688124757,1547.3231201171875,41788400,0.0,0.0
06-12-2021,1552.1284249221223,1552.1284249221223,1518.490966796875,1518.490966796875,31633400,0.0,0.0
07-12-2021,1523.2964309361698,1552.1285400390625,1523.2964309361698,1552.1285400390625,24030800,0.0,0.0
08-12-2021,1542.5178073416682,1542.5178073416682,1532.9071044921875,1532.9071044921875,26973800,0.0,0.0
09-12-2021,1532.9070662030522,1552.1284714218993,1528.1017148983406,1547.3231201171875,42152900,0.0,0.0
10-12-2021,1547.3231201171875,1552.1284714218993,1532.9070662030522,1547.3231201171875,21711000,0.0,0.0
13-12-2021,1552.12852520809,1552.12852520809,1523.296416380695,1542.517822265625,30298500,0.0,0.0
14-12-2021,1547.3231201171875,1552.1284714218993,1537.712417507764,1547.3231201171875,44663200,0.0,0.0
15-12-2021,1547.3231885219138,1556.9338915562114,1542.517837004765,1552.1285400390625,32761400,0.0,0.0
16-12-2021,1556.9339062499998,1566.544609375,1547.323203125,1561.7392578125,99342000,0.0,0.0
17-12-2021,1566.5445253360344,1566.5445253360344,1532.9070662030522,1547.3231201171875,41416100,0.0,0.0
20-12-2021,1552.1285400390625,1566.544594590509,1542.517837004765,1552.1285400390625,33529500,0.0,0.0
21-12-2021,1552.12852520809,1556.9338766793226,1542.517822265625,1542.517822265625,23899000,0.0,0.0
22-12-2021,1542.5178315958399,1542.5178315958399,1484.8536135922573,1508.88037109375,46200100,0.0,0.0
23-12-2021,1499.269697081368,1542.5178614202534,1489.658993894949,1528.101806640625,29951800,0.0,0.0
24-12-2021,1528.1017229352678,1542.5177769252232,1508.8803176153274,1513.6856689453125,14266300,0.0,0.0
27-12-2021,1518.4910122889169,1552.1284714218993,1513.6856609842052,1547.3231201171875,14905100,0.0,0.0
28-12-2021,1547.3231737368576,1556.9338766793226,1542.517822265625,1542.517822265625,20479500,0.0,0.0
29-12-2021,1552.1285400390625,1556.9338915562114,1542.517837004765,1552.1285400390625,13887200,0.0,0.0
